City,State,2009,2010,2011,2012,2013,2014,2015,2016,2017
Ellwood City, PA,56147442.26,56491718.86,54252382.54,51431470.08,48173668.81,46471601.57,44211911.46,42197910.19,39057350.46
Elmira, NY,344609271.7,363190432,370560990.6,374078740.5,378323772.8,378147793.8,377357212.9,386427109,378319031
Elmwood, IL,12481835.1,11167105.48,10495063.9,11456273.54,12625253.15,12866758.59,12683514.19,11857003.73,10650590.51
Eloy, AZ,116808411,128777804.8,140105569.9,145771791.4,146712141.3,144768741.6,140304611.2,137394567,134903676.8
Elroy, TX,72339937.83,75540410.89,85284535.63,95174290,98812609.55,91525508.82,77490240.95,63226119.74,47333408.39
Elverson, PA,286272096.5,294952012.5,301511686.7,303609223.2,303000260.3,308652713.8,308967448.8,310914285.9,308783309.6
Elwood, IN,63402949.93,59596240.94,59528054.02,59209203.85,60108059.4,59376181,57633320.87,54647812.97,50313019.78
Ely, MN,27023860.21,27838242.72,27785281.4,28142002.4,28104732.54,27733706.27,26982393.02,26369519.49,24308480.43
Ely, NV,5900347.859,6607072.066,7038848.863,6021515.966,5477548.061,4843434.313,4560044,4347355.687,3879183.684
Emajagua, PR,0,0,0,0,0,0,0,0,0
Emerald Bay, TX,30335730.88,29302047.48,29002390.15,28731906.12,28395655.08,28223565.27,26978544.92,25186158.48,21950135.68
Emmetsburg, IA,34891224.72,36559915.18,36556882.95,34238882,32380671.27,31086196.37,30025132.1,29511105.31,28990611.45
Emmett, ID,24153574.07,22625560.7,21716987.04,23981213.63,26513051.1,27749124.1,28088343.44,26901569.22,24520018.41
Emmitsburg, MD,78992604.85,84747775.39,89076298.06,93808780.84,94262113.54,94835631.64,90751295.24,84092795.4,74276238.63
Emporia, KS,156737277.2,158906308,151091055.8,148015292.2,146649079.2,143225816.4,139327355.2,139201135.3,132477095.4
Emporia, VA,186548461.5,185956780.9,174267221.8,166966148.6,161120134.9,159696307,159076998.5,158788884.6,154417736.1
Emporium, PA,10952363.91,11303507.88,9817097.259,7512818.512,5995779.75,5360103.058,4835738.469,4529468.048,4240223.427
Enfield, NC,41870813.66,44194430.76,45176256.33,45122887.76,46257531.17,47194108.11,47178996.06,45516781.75,41055039.6
England, AR,9034039.464,10092918.54,11160156.11,11342376.52,11468325.74,11199840.54,10533538.06,9765866.022,8892534.486
Enid, OK,173885128.3,183547746.8,192301278.9,199825689.2,197808770.9,199124024.6,191643091.2,182283275.7,156360916.1
Ennis, TX,265240843.3,256501636.4,261183127.3,279620881,300115667.1,326274788.8,343850236.9,359852509.9,358214478.2
Enterprise, AL,212014612.9,210338574.5,198969585.2,195013448.1,206645354.9,201054383.5,204175288.1,202505482.5,200941847
Ephraim, UT,10087046.25,9420290.857,5372219.584,3363139.457,2765411.321,2605662.363,2533287.907,2572721.272,2607743.64
Ephrata, WA,23557327.95,23886182.63,25084710.65,27762143.93,29820219.02,30880619.24,30267028.7,28008740.57,24363610.89
Epping, NH,94145134.42,87685908.13,73574360.94,61566924.21,53757514.16,47694442.03,44912849.99,43611833.02,38345150.36
Erie, PA,764913712.9,728285905.1,660802474.9,644511007.8,637265567.9,653320546,669631669.3,689728732.3,689599563.9
Erwin, TN,93885267.3,99864123.5,96976719.69,85730586.73,75307669.92,65197171.34,55431599.07,46133078.12,36762446.14
Escalon, CA,52753225.95,51745863.62,46598941.32,44170507.8,42479208.51,43954955.07,44685573.94,45780053.35,45071106.65
Escanaba, MI,119832581.1,117052787.9,113671035.2,116345043.2,119980388.9,118818039.7,115806714.9,110905588.8,102552376.6
Espanola, NM,119293939.5,126670627,130634364.8,133506366.2,132137783.2,130569693.5,126818667.5,126314675.3,120944083.9
Esparto, CA,53591577.42,55009603.08,57896370.71,61241635.56,63312346.93,65168257.27,61713101.3,54141540.58,42259136.97
Estacada, OR,39199563.08,39266440.38,38649155.78,38975775.36,38710304.4,38700937.74,37957536.91,37332070.03,33168624.94
Estes Park, CO,71941813.42,73198471.65,73302278.58,75902592.43,78638944.95,79420860.47,78230547,76556073.07,69741364.85
Estherville, IA,21910086.78,22134583.77,21778661.43,20608330.78,20068730.81,19820583.27,19745848.47,19835508.56,19724222.49
Estrella, AZ,32168827.41,29516110.68,26180100.54,23490818.84,21172514.22,19529425.26,18035500.8,16912612.01,15768074.22
Etowah, TN,19336972.64,19802611.86,19493601.45,19737428.6,20829880.29,21427569.38,22048190.55,22157341.53,21327973.48
Eudora, KS,26130160.64,28848236.84,31105931.5,32441083.71,33613100.84,34294621.31,35103870.61,37538187.27,38189562.6
Eufaula, AL,140256446.8,136580222.8,127781386,119713969.3,119702338.3,110439611.5,105527944.7,98545027.53,91803666.42
Eugene, OR,812873264.1,806505192.7,774441615.1,767169330.5,760803799.1,787930834.7,828686789.6,919022263,975548703.3
Eunice, LA,78768959.19,77798101.58,75956478.07,76608471.47,81119053.11,80399330.79,79601875.35,75979015.42,69497284.31
Eunice, NM,40341354.94,44612562.76,45853989.03,46244358.78,45771716.51,46202357.77,45860698.57,46557851.73,45072156.34
Eureka, CA,110124936.2,113443851.1,125550638.8,137386106.9,141508749,136441526.5,119492696.7,97093134,69494042.14
Eureka, IL,18439255.25,19804915.72,15629113.06,11945297.56,10539732.56,9921230.97,9411604.617,8705311.688,7752945.023
Eureka, KS,27380293.33,28599335.94,25862132.91,23427914.82,22479366.63,21604269.94,20479446.82,19470368.11,16997683.49
Eureka, MO,227671378.3,224873584.2,219253777.5,211785276.1,213111037.2,219474521.7,240616447.4,329047162,1005620369
Evanston, WY,180978610.4,176993597.7,169169791.8,169617314,177099325.7,169004515.1,167276305.8,168306472.3,168517781
Evansville, IN,1136756668,1177689578,1185674052,1144307394,1122702629,1110540236,1102215045,1102417911,1107876598
Evansville, WI,25873391.57,25220176.89,22948349.83,22087590.87,21208713.1,20730341.48,19970644.7,19247543.85,17352477.3
Evarts, KY,15012850.71,14675495.72,13531138.51,11550951.33,9828303.181,8136332.512,6650805.831,5372742.31,4289503.497
Everett, PA,117406133.1,120133871.7,101200503.2,82243818.73,71808302.53,63141046.51,53272385.94,44050574.29,34974084.58
Evergreen, AL,116034048.3,119002098.2,90055899.12,63904852.93,60196697.74,56761685.28,56025287.67,53208450.61,49706942.97
Evergreen, CO,374067412.7,364234239.7,344844497,335707824.2,331241590.6,329580795.9,330541431.9,345613076.7,354399537
Everson, WA,55443389.94,58455755.56,61799151.14,65960479.76,67527819.74,67858236.52,64860748.68,59336129.16,51636624.81
Excelsior Springs, MO,59887171.95,61497583.5,60523709.3,58328647.28,57764029.69,56621332.74,55125549.62,52594657.99,47856609.41
Fabens, TX,13968900.06,12819056.11,11371973.14,11215450.61,11286920.57,11654588.84,11787031.05,11771751.47,11192279.88
Fair Haven, VT,91795559.86,90523781.19,90078892.95,90836966.68,92532513.02,89546253.25,88037791.45,86507446.53,75354284.41
Fairbanks, AK,0,0,0,0,0,0,0,0,0
Fairbury, IL,8291586.12,9723683.596,11192537.08,12435329.08,13710728.69,13999194.35,13858246.55,12988141.37,11471933.82
Fairbury, NE,1450462.595,1462878.134,1415364.784,1417337.732,1437271.042,1437361.097,1422478.882,1418080.282,1311425.593
Fairdale, PA,15595038.37,16099121.92,16287405.18,16964061.15,17232792.98,17071729.7,16293085.85,15180642.24,13316355.19
Fairfield, CA,629868668.9,641925333.8,684218222.7,703540347.5,695657886,686527697.8,652347769.7,627887184,579386514.2
Fairfield, IA,46837938.27,56161339.43,59192143.5,57654247.42,56010027.45,55041147.03,53481523.44,51968872.59,49644192.35
Fairfield, IL,15073571.93,15334357.42,14865538.02,15055020.44,15515833.87,15258817.21,14836396.17,13891676.06,12585434.23
Fairfield, TX,135752790.8,136794497.1,130921841.6,127500658.5,126218595.5,124591941.5,116389023,104049061.8,85383623.44
Fairfield Glade, TN,35471811.26,36137908.41,35834861.11,35316064.24,35594421.79,34754816.17,33759906.11,32279536.2,29901174.9
Fairfield Harbour, NC,20326580.9,20937226.79,21363708.55,20795221.62,20426831.21,19737895.79,18916156.74,18079532.88,16603228.95
Fairmont, MN,79406232.18,82476210.33,84614062.79,88873291.51,91949399.54,92664554.98,91594760.44,90397665.62,83809994.2
Fairmont, NC,17883384.98,18632945.86,18345341.97,19022944.85,20839198.88,23406529.66,26088040.84,27964395.29,28049863.19
Fairmont, WV,272954996.6,253933335.4,239905901.8,241814645.2,235323550.6,255478472.5,268030195.8,303051247.7,328247044.4
Fairmount, IN,88174896.41,89637426.43,91953921.87,90339828.19,89959916.18,89038000.07,87624864.77,85936498.37,82974584.84
Fairview, TN,72599757.24,78658520.43,82496197.76,85988580.6,89214994.9,87034588.62,83459408.73,78575622.66,72223849.42
Fajardo, PR,0,0,0,0,0,0,0,0,0
Falfurrias, TX,71698605.22,75078866.64,82122504.36,89978438.15,93264245.27,86792068.37,74870002.59,61973413.66,47362928.11
Fallon, NV,179818471.5,164728556.5,145382510,136599689.4,136443100.7,123955650.6,117947281.3,110637786.7,98123958.77
Falls City, NE,4379925.829,4461835.049,4204160.635,4158114.801,4211106.268,4285073.514,4350401.526,4480839.986,4311827.348
Fargo, ND,710134166.9,765525836.9,808382415.1,831714785.8,839460615.3,844521931.8,874562495.3,954748378.1,1094679112
Faribault, MN,156317216,161702665.8,167120728.9,174160041,179745915.1,183877410.7,187381067,195281135.2,197127357.3
Farmersville, TX,78523725.18,74389625.16,69115067.48,69805970.97,72910683.2,78796896.47,83554725.02,87478337.9,86673888.25
Farmerville, LA,34083968.12,33854599.05,27718692.8,21703130.4,19263702.84,17275610.42,15992918.86,14570621.12,12880550.9
Farmington, ME,14715064.09,15154444.44,13088268.27,11011383.68,10316772.12,9782658.991,9546681.942,9222515.364,8399620.731
Farmington, MO,216070769,236115830.9,243754834.4,237519639.6,235301200.4,237202273.9,241244101.2,247525509.7,248267764.7
Farmington, NH,15258820.67,15247587.26,14760948.51,14502153.8,14449673.21,13746011.79,13404112.18,12936882.17,10889456.73
Farmington, NM,280600792,294362806.4,301788503.1,308274323.4,303334471.3,292412571.7,275933452.8,265981658,243221130.7
Farmville, NC,84753896.89,89207769.91,88307351.82,87752838.91,88625807.33,87688336.69,86850787.98,85446280.88,79617717.03
Farmville, VA,112422636.6,114510485.7,107331695.9,109923543.1,113033524.5,113197409.3,110430596.6,103556547.7,90369675.23
Fayette, AL,31290250.62,34553207.79,33212620.39,28647740.37,26343528.59,23108945.37,21212106.58,19328979.82,17710608.97
Fayette, MO,6367082.438,6534363.465,6442736.915,6213096.966,6131336.642,6014202.279,5866500.747,5597470.584,5035444.916
Fayetteville, NC,1435672093,1466125960,1406091445,1336545136,1299047017,1262800840,1239989833,1232885838,1184398997
Fayetteville, TN,74577852.23,72983589.01,70580766.9,72589837.31,78579236.72,82446175.99,86526526.64,88351137.43,86323981.46
Fayetteville--Springdale--Rogers, AR,1125677808,1319565850,1493776544,1589206995,1719944991,1787734899,1832211220,1878686467,1922337916
Fearrington Village, NC,37346175.32,41469380.9,45184263.07,46996493.23,49728862.42,51898466.09,52800619.73,51714393.94,47020027.43
Federalsburg, MD,35826682.75,35930432.72,33364587.42,31560284.66,29531152.41,28634065.87,26147467.69,22729172.39,18701814.49
Fellsmere, FL,198524056.6,195229290.7,193740536.8,192800934.2,189499039.4,187241328,177992067.4,164405676.1,144629253.4
Fergus Falls, MN,111971707.1,115413567,116635048.1,123770227.1,135282561.2,145532766.3,151079582.4,148121602.3,132613845.8
Fernandina Beach, FL,192380907.2,206424919.5,229635428.4,241781561.9,244320476.7,241184944,224671856.9,201366916.7,169998632.8
Fernley, NV,186211038.3,165160275,138663399.4,118967676.6,109547166.9,95325792.47,89045613.42,85091666.78,79420090.73
Ferriday, LA,15735641.68,15247091.78,14525223.45,14021118.16,14140646.99,13429303.12,12753179.5,11765420.99,10476128.07
Filer, ID,62620383.64,64755100.17,59037211.92,58711573.33,58681534.31,60977230.07,63677174.94,65596875.15,66941233.75
Fillmore, CA,37968980.02,36132654.86,33618762.42,32863092.6,32048372.3,32415533.54,31182624.3,28775295.74,24295583.5
Findlay, OH,276057176.4,283811987.9,282955090.8,293181084.7,297159097.8,315538002.1,323708052,339577785,342365111
Firebaugh, CA,52222766.36,50020145.58,45426564.06,43546371.34,42164418.24,43222581.01,43121360.64,42604038.66,39586914.06
Firestone--Frederick, CO,45699222.18,49636584.58,54276212.32,59664617.25,64471195.62,65708197.32,63662668.31,59773963.12,51199999.37
Fitzgerald, GA,68186790.61,66535056.03,64194744.27,61772022.51,61243941.7,59169564.33,57226389.07,54093099.59,50259097.65
Flagstaff, AZ,340187617.4,338461649.3,334641404.2,328690888.8,321879865.7,322827219.1,329975507.4,355505018.3,397501659.7
Flemingsburg, KY,32458693.31,33199745.11,32177920.11,30549152,29745999.07,28119545.42,26164336.85,23626597.69,20698724.95
Flint, MI,2124067028,2053862668,1987048473,1968960047,1975069483,1955256817,1965432858,2044249998,2156882384
Flora, IL,10412019.5,17288204.07,25282662.2,25309323.31,22930079.82,20010301.6,16471931.89,13018971.89,9589976.933
Florence, AL,412546925.2,419476492.9,417820445.4,414044631.5,437916490.8,419926382.8,415476783.4,398121526.8,378402448.9
Florence, AZ,230313672,248508575.1,258270646.5,258482796.6,251613176.8,241351428.5,225672722,209439482.9,189388939.6
Florence, CO,19963322.51,20367283.38,20317789.73,20879987.13,21459132.9,21472785.98,20893551.83,20085752.33,17837563.7
Florence, OR,32931776.62,32414475,30973868.99,30876290.05,30577060.27,30817709.84,30720951.22,30912209.17,28327908.61
Florence, SC,782159433.7,809641035.2,811767429.2,807387328.1,847939471.8,840246395.8,868474820,895802714,922603470.4
Floresville, TX,24355193.02,23811546.03,25767110.9,27497519.03,28244384.54,27164439.47,24104284.5,20077331.83,14999235.57
Florida--Imbéry--Barceloneta, PR,0,0,0,0,0,0,0,0,0
Floydada, TX,13522172.96,13245020.53,10828434.2,9214738.344,8820436.28,8926241.063,8698206.452,8189070.232,7159802.637
Foley, AL,78854817.12,87090644.59,98118938.91,112578843.8,139281229.8,151751728,164748865.1,166666543.4,159432571.7
Folkston, GA,78701276.37,78690849.22,71436822.1,61194754.24,55016731.32,49420288.62,44512212.6,39165601.29,33661697.24
Fond du Lac, WI,316709480.3,332775716.3,333542057.2,340451182.3,341486448.9,347372913.4,349739872.7,360217969,356327614.2
Fordyce, AR,31651669.3,32761080.52,30835081.57,27977280.03,26093826.76,24572907.46,23548305.23,23225695.46,23561779.33
Forest, MS,106892370.9,112699766.7,111931562.7,113850534.3,119152293.7,121379085.1,123720132.5,123983594,117487258.7
Forest City, IA,54171049.39,55279202.8,54441571.66,51078911.54,48694209.65,47106989.37,45956893.78,45668930.7,45462235.41
Forest City, NC,104967159,125752416.9,155991226.3,168700378.3,178170818.7,182036482.5,178205175.1,167848869.6,147050635
Forest Lake, MN,201315275.6,191861619.8,174017420.6,167427117.4,162376336.8,158477914.4,154459152.4,154131109.9,149257412.2
Forestville, CA,32307479.12,32307706.28,33839544.91,34969739.68,34698938.25,33848113.44,30802693.3,26754216.28,20997237.22
Forks, WA,8203078.904,8911332.039,9851643.791,10645552.88,10966105.68,10969408.16,10297197.99,9156450.148,7683270.761
Forney, TX,251873386,267940953.6,295285502.8,316143445.2,335200498.2,364372524.7,388364839.3,423475480.7,448836677
Forrest City, AR,148375054.7,145901454.7,136758522.5,132124638.2,132740544.1,132204829.4,133893699.3,138993532,149975567.1
Forsyth, GA,279025194.7,291815361.4,266068730.6,225021813.4,199385328,179521097.4,162654228,144321768,125343805
Forsyth, MO,70385846.23,70291972.22,67218051.91,62811751.25,59939210.37,56405929.24,52554730.6,47756132.93,40763636.39
Fort Atkinson, WI,90336673.86,96595477.67,97912632.11,100087542.6,99825324.3,99413259.63,96047754.78,92151534.73,82114399.09
Fort Bragg, CA,53647284.55,55066668.28,52329507.22,50889858.99,48647978.75,48399427.18,46669579.97,44626622.22,40094668.75
Fort Branch, IN,73242131.53,72581036.02,80164821.93,89932263.19,101856037.5,107106655.1,107486352.7,101306443.2,89411292.49
Fort Collins, CO,810070591.7,863113269.7,893146954.6,917563300.6,940215825.1,953718128.4,954702461.4,973666386.1,948093678.4
Fort Defiance, AZ,2463078.241,2188234.686,2115683.221,2362150.712,2638291.674,2745723.931,2705335.56,2511088.944,2095412.201
Fort Dodge, IA,107288412.7,108089729,105721728.8,104024010.3,104596299.4,104319502.1,103778006.6,103147645.8,101169686.1
Fort Irwin, CA,10630306.05,10407964.87,10533245.05,11462022.88,12020736.26,11746740.19,10006768.26,7374491.56,4682526.563
Fort Leonard Wood, MO,103334806.6,101309100.8,97647437.74,94421928.3,93212891.01,88874359.99,82903470.46,74118292.92,61425268.52
Fort Lupton, CO,84737262.47,94929058.29,105335666,114315822.9,122434764.4,127210957.3,128865069,132138842.2,128943056.9
Fort Madison, IA--IL,34888229.8,35122825.31,35871691.07,38985345.94,43522188.8,46752564.65,49139062.08,49676429.62,48169566.26
Fort Meade, FL,58457338.31,62375831.55,64904458.98,65156777.96,63823319.53,63447787.79,61128208.91,58179046.14,53364062.18
Fort Morgan, CO,53081458.3,58518507.48,63945810.44,68444626.23,72360707.15,73541312.19,72016001.77,70321895.5,65330274.04
Fort Payne, AL,147362574.6,136982894.9,124344560.9,119276720.2,126075601.9,126989446.3,138959312.3,157732623.8,194317706.8
Fort Plain, NY,74424695.18,81708066.2,82844194.95,82271288.73,81985633.57,82293970.32,82349292.77,83302498.55,78820745.53
Fort Polk, LA,109864540.5,116627501.7,125070098.8,130671652.4,138958778.1,133633764.1,125096546.2,111180046.3,93054118
Fort Scott, KS,33955363.4,33225899.53,31351366,30236048.33,29833385.52,29767823.45,30094718.31,31768991.07,32369120.61
Fort Smith, AR,892861340.6,907928788.5,880493665,865306575.7,877852559.4,887860376.1,909376009.9,953308656.4,1018613911
Fort Stockton, TX,204877582.7,211687631.5,217664191.5,235040210.6,253475854.2,270795251.5,274832360.7,269095149.7,247679136.5
Fort Valley, GA,66744851.83,74252044.75,73059978.36,65999051.07,65359709.06,64960204.1,63641891.69,58483774.44,49813351.41
Fort Walton Beach--Navarre--Wright, FL,710986823.1,736945247.6,768750142.2,802885261.1,819666431.4,831505826.8,808922270.4,765177908.4,689825745.2
Fort Wayne, IN,1680267637,1697340729,1760372852,1777212753,1811877396,1807025916,1784770478,1761841518,1742887652
Fortuna, CA,49910733.49,51465626.46,56691291.49,61360921.92,62664366.68,60348630.11,52985039.34,43385501.82,31446002.27
Fostoria, OH,84931427.51,88182097.99,88017916.49,89946826.66,89469896.4,92536406.17,90618369.1,87945893.52,79533824.7
Four Corners, FL,874409093.4,911476008.5,959263875.9,997555040.8,1020576425,1054657284,1059489873,1054631764,1018906395
Four Corners, MT,25226650.23,26384267.37,25697008.07,25006513.33,24961869.69,24285749.3,23796867.06,22664081,21540933.81
Fowlerville, MI,87529810.31,90842578.37,93477946.95,93264449.35,92776860.03,92854699.88,94292861.45,99677891.16,106809804.2
Frankenmuth, MI,24433552.97,24125699.74,23623660.6,24072611.01,24616619.2,24195890.23,23417384.67,22349631.89,20641051.76
Frankfort, IN,70181162.21,72009188.78,76473051.96,79778886.93,84357903.52,86566397.59,86671417.2,83769719.89,77554172.67
Frankfort, KY,458518863.1,467941322.4,466759477.4,463756915.5,474534078.8,473306892.9,467941759.6,450930692.2,425351601.8
Franklin, KY,52027968.91,55643389.33,57834923.99,57850101.52,58600270.25,57355487.98,54913472.54,50627181.81,45043587.37
Franklin, LA,160615577,158283398,156140385.4,149845486.6,147048010,133357243.1,120547197,107431712.3,94982887.32
Franklin, NC,78663766.09,76582367.95,69977130,63864080.59,60818325.31,59185723.64,57589062.8,55156646.18,50173023.06
Franklin, NH,106006065.6,105473797.2,102678035.4,102459492.6,104048448.8,100761782.8,100637699.3,100620135.5,89606624.32
Franklin, VA,121025927.6,121447932.4,123847154.3,130668501.1,133856743.2,128930785.1,119664519,106445493.7,87774093.19
Franklin (Venango County), PA,52527583.26,53359339.73,49331576,44349059.4,40031949.83,36292035.89,31872379.32,27949309.09,26615003.69
Franklin--Highland Lake, NJ,129196005.1,150788762.6,161987032.8,162980498.8,161748533.6,155553355,147546601.4,137184519.9,118389069.9
Franklinton, LA,33664083.43,33105542.42,31713822.11,31315482.61,32718745.88,32378645.52,32183837.49,31125213.79,29154414.23
Fraser, CO,151842204,155588832.6,140257540.6,126415045.4,120262970.9,114791150.1,106702620,97755185.45,82408658.05
Frazier Park, CA,576749953.1,594453738.3,587384375.2,564895237.8,539943647,546407049.1,527094554.8,494897199.7,432426150
Frederick, MD,965057210.4,1023902402,1037614846,1070363308,1055922235,1103841830,1125890906,1153252346,1179717939
Frederick, OK,5502939.589,5555666.801,4961112.276,4203973.59,3706831.831,3675726.913,3673949.403,3955836.514,4570298.314
Fredericksburg, TX,43103423.99,45802950.85,47395479.25,51089235.93,54466123.45,56071983.65,53759971.82,48896859.01,41663082.26
Fredericksburg, VA,536897268.5,508369189.1,495274520.5,496445354.4,501804149,476502041.5,448674126.4,427637342.7,402917813.6
Fredericktown, MO,41014792.15,41725953.98,28889119.59,19649407.81,17975819.21,17823003.21,17951202.48,18263432.12,19197286
Freeport, IL,106647414.1,107871874.8,115418184.7,120678868.5,125578594.3,121090975.2,114108463.2,102971860.4,88471348.29
Fremont, MI,25719149.12,26280546.29,26694899.83,27775651.77,28928076.9,28922432.52,28342876.05,27281539.77,25369576.59
Fremont, NE,129953217.2,135555674.4,138096448,144438640.8,151214539.8,153147416.3,152299259,153633925.1,150304202.5
Fremont, OH,172575664.4,183035458.6,196706183.4,207643018.5,209034879,214008003.9,206260516,197370309.5,175429389.8
Fresno, CA,2101883965,2090134224,2000092818,1909873891,1809971942,1823707967,1828542916,1904952807,1941370601
Friona, TX,27161565.55,27847721.66,23770554.5,20950087.56,21220181.14,21689013.96,20729470.81,18478060.3,14745564.96
Fritch, TX,214571833.6,213838098.5,220616247,236053876.7,247685956.6,249266657.2,235387119.7,211553980.5,174238510.1
Front Royal, VA,302104371.2,303197709.8,305513514.8,321657979.4,340229865.7,350397482.2,356248485.9,352369671.5,328772461.8
Frostproof, FL,50771914.12,54029648.63,56217955.18,55648122.11,53552648.37,52220781.8,49227745.24,45765491.81,40907594.98
Fulton, KY,34879505.45,35440579.96,33480200.55,31286329.43,29960709.39,28141760.74,26252241.59,24047022.42,21396249.36
Fulton, MO,187434249.9,198132507.9,201085034.2,201004505.7,205028142.4,206186098.4,205327913.9,199593240.8,183955758
Fulton, MS,65304983.14,67393477.11,62674023.4,59886971.93,61956009.11,63363921.84,65135720.06,65562113.62,61919536.53
Gadsden, AL,487870047.2,488768301.4,474435598.9,462912998.2,485646026.9,468457429.5,472704234.8,471030361.5,474355413.5
Gaffney, SC,109368025.8,113816814.8,115421262.3,117737022.4,126972664.6,125756237.6,126502375.2,121659363.4,111327647.3
Gainesville, FL,850247395.7,886767760.8,931821922.9,963967613.3,974451749,985037552.6,961792103.5,924550839,858478593.4
Gainesville, GA,913050786.2,927732324,920968973.8,916737770.2,949768942.7,960750723.1,981042398.9,995220011.5,1006954604
Gainesville, TX,172693117.8,185458434.2,198203877.4,203290881.7,206335520.4,209354364.2,203251151.7,193264409.8,172473395.5
Galax, VA,31971124.75,32173515.62,33303800.17,35761960.04,38217812.54,38410785.51,37347316.14,34219647.84,28429689.51
Galena, IL,11909237.63,9084877.297,6896550.264,5551929.302,5127145.072,4883277.176,4788759.729,4596432.886,4280187.012
Galena, KS,25558223.87,25601792.81,23196643.81,21279935.21,20504254.88,19742190.63,18915168.02,17757163.05,15634431.35
Galesburg, IL,124768041.6,135516991.6,148847783.5,165497272.4,183933562.9,189266751.9,191033575.1,186647272.1,178242986.4
Galion, OH,51239717.21,54534085.52,57873409.42,61070108.71,61633710.78,63107478.39,60012292.54,55893084.27,47737543.83
Galliano--Larose--Cut Off, LA,160782918.8,186179655.2,195427536.9,186517898.9,181493924.5,173078247.1,165311252.4,155647572.9,142451123.8
Gallup, NM,175535022.9,182081682.3,195248488.7,204786526.9,209251869.9,209996058.1,207098616.8,206528117.8,193982696
Galt, CA,183036725.2,188206576.9,199161843.6,197929159.4,189682690,185938667.9,176309904.1,168066411.3,153400131.8
Galveston, TX,295273982.7,282351567.1,254050004.5,248176865.6,249322847.2,268089079,294231540.1,336534865,383332491.5
Garden City, KS,119062379.2,118661816.1,113138996.2,113125742,114890684.2,114824989.2,113948521.9,114951281.5,109126167.9
Gardnerville Ranchos, NV,110772919,98947308.12,88202481.16,83211221.77,83108561.18,74642390.6,70510554.32,66555304.95,59966968.93
Garner, IA,16675727.1,16652182.07,15424890.54,13930586.68,12923372.91,12305591.41,11871830.62,11672909.69,11503663.1
Garnett, KS,11949022.94,12498595.13,11069797.53,8823857.925,7706255.56,7197500.921,6805312.928,6656072.089,6158831.034
Garrettsville, OH,181174822.4,184719021.4,183376711,180864375.7,171630540.4,168355614.3,156038907.7,143801297,123387210.8
Gastonia, NC,1260062009,1218215415,1135798486,1083241805,1079564432,1102142455,1160229905,1263315050,1371932169
Gatesville, TX,75930189.96,77261766.61,77315703.02,77110938.55,77205831.4,80058597.53,82736366.13,87535205.95,91448775.63
Gautier, MS,148686040.5,151117500.5,149550879.1,150939573.8,157892120.7,162689157.8,170967781.5,181840028.7,188505508.1
Gaylord, MI,59754337.2,60187208.04,60059363.71,61044459.76,61996258.42,60475208.38,57950822.41,54802942.63,50095476.34
Geneseo, IL,51007838.92,58020403.8,62263304.71,64579839.63,66998756.06,67086512.19,67247248.38,66776625.5,65535459.07
Geneseo, NY,78396219.44,83997402.96,85602836.01,83517319.59,80274267.01,75126485.14,68465417.2,61189358.17,49204089.01
Geneva, AL,16118226.42,16774726.95,16403914.39,15925993.12,16462245.78,15524722.02,15085388.9,14187233.65,13205408.77
Geneva, NY,127489090,140145580.2,147707639.6,146700633.1,142625282.8,135198004.9,124901642.6,114130555.7,94391527.68
Geneva, OH,80572207.48,85280469.01,90280632.76,94527686.04,94592156.26,96724900.24,93120054.55,89246644.56,80005480.49
Genoa, IL,22207392.1,28404289.4,35613653.39,40744281.64,44929004.49,45407006.79,43938512.46,40120987.44,34427545.91
Genoa, OH,40540422.73,39933674.04,38491770.55,38546635.53,37881012.86,37925235.15,35205967.02,31842970.57,26624321.08
Georgetown, DE,111183375,131362655,148429994.5,155451323.8,142843293.1,157035027.2,154079842.6,148437833.8,138494703
Georgetown, KY,248934607.9,259739232,260814925.1,266197096.5,281878207.6,294127703.8,306514754.9,314943873.8,323382051.7
Georgetown, OH,10861379.62,10810467.27,10753481.78,11078065.53,11045685,11230845.02,10733384.05,10050856.6,8624225.75
Georgetown, SC,26006350,25975121.6,26266507.13,28470301.08,32668398.29,33727865.35,35394000.6,35401748.37,33732143.71
Gibson City, IL,7493839.822,7834230.81,6656867.325,5713345.686,5427405.347,5270802.754,5164416.773,4922283.331,4530122.527
Giddings, TX,21946380.69,22966746.18,26408904.69,28989291.34,30056577.69,28366133.89,24394168.83,19685618.09,14183946.49
Gillespie, IL,49228718.44,57143592.82,65867770.7,73182974.64,80959703.14,83558808.4,83478341.7,80864549.28,78087003.18
Gillette, WY,297726007.9,318872885.7,325348868.3,333815704.9,349386403.2,333276929.7,325287549.4,317720701.1,302128670.5
Gilman, IL,58361036.36,68424003.34,75713646.41,81437136.35,86083696.94,84826232.99,80697571.86,72297928.87,60736197.42
Gilmer, TX,64279864.57,61030020.68,58056006.61,52319310.96,48121644.5,46294919.76,43920066.23,41153078.56,36560557.5
Gilroy--Morgan Hill, CA,596303198,580702556.7,622541594.4,655887923.7,660016688.6,637387521.2,572548595,494496099.5,392930100.4
Girard, KS,6160943.9,6305344.084,6062629.06,6148758.398,6324743.14,6281291.414,6111539.879,5924224.162,5261583.437
Gladwin, MI,27333331.83,29121811.48,16207821.71,10137499.39,9382290.064,9162809.698,8817357.289,8402099.998,8008698.143
